CERTI,FROM CTS,TO CTS,COLOR,CLARITY,FLR,%
IGI,0.95,0.99,G,VS2,MED,70
IGI,0.95,0.99,G,SI1,MED,64
IGI,0.95,0.99,G,SI2,MED,64
IGI,0.95,0.99,H,IF,MED,72
IGI,0.95,0.99,H,VVS1,MED,70
IGI,0.95,0.99,H,VVS2,MED,70
IGI,0.95,0.99,H,VS1,MED,70
IGI,0.95,0.99,H,VS2,MED,70
IGI,0.95,0.99,H,SI1,MED,64
IGI,0.95,0.99,H,SI2,MED,64
IGI,0.95,0.99,I,IF,MED,71
IGI,0.95,0.99,I,VVS1,MED,69
IGI,0.95,0.99,I,VVS2,MED,69
IGI,0.95,0.99,I,VS1,MED,69
IGI,0.95,0.99,I,VS2,MED,69
IGI,0.95,0.99,I,SI1,MED,64
IGI,0.95,0.99,I,SI2,MED,64
IGI,0.95,0.99,J,IF,MED,72
IGI,0.95,0.99,J,VVS1,MED,71
IGI,0.95,0.99,J,VVS2,MED,71
IGI,0.95,0.99,J,VS1,MED,66
IGI,0.95,0.99,J,VS2,MED,66
IGI,0.95,0.99,J,SI1,MED,64
IGI,0.95,0.99,J,SI2,MED,64
IGI,0.95,0.99,K,IF,MED,71
IGI,0.95,0.99,K,VVS1,MED,70
IGI,0.95,0.99,K,VVS2,MED,70
IGI,0.95,0.99,K,VS1,MED,67
IGI,0.95,0.99,K,VS2,MED,67
IGI,0.95,0.99,K,SI1,MED,64
IGI,0.95,0.99,K,SI2,MED,64
IGI,0.95,0.99,L,IF,MED,71
IGI,0.95,0.99,L,VVS1,MED,70
IGI,0.95,0.99,L,VVS2,MED,70
IGI,0.95,0.99,L,VS1,MED,67
IGI,0.95,0.99,L,VS2,MED,67
IGI,0.95,0.99,L,SI1,MED,64
IGI,0.95,0.99,L,SI2,MED,64
IGI,0.95,0.99,M,IF,MED,71
IGI,0.95,0.99,M,VVS1,MED,70
IGI,0.95,0.99,M,VVS2,MED,70
IGI,0.95,0.99,M,VS1,MED,66
IGI,0.95,0.99,M,VS2,MED,66
IGI,0.95,0.99,M,SI1,MED,64
IGI,0.95,0.99,M,SI2,MED,64
IGI,1,1.19,G,IF,MED,73
IGI,1,1.19,G,VVS1,MED,72
IGI,1,1.19,G,VVS2,MED,72
IGI,1,1.19,G,VS1,MED,72
IGI,1,1.19,G,VS2,MED,72
IGI,1,1.19,G,SI1,MED,66
IGI,1,1.19,G,SI2,MED,66
IGI,1,1.19,H,IF,MED,73
IGI,1,1.19,H,VVS1,MED,72
IGI,1,1.19,H,VVS2,MED,72
IGI,1,1.19,H,VS1,MED,72
IGI,1,1.19,H,VS2,MED,72
IGI,1,1.19,H,SI1,MED,66
IGI,1,1.19,H,SI2,MED,66
IGI,1,1.19,I,IF,MED,73
IGI,1,1.19,I,VVS1,MED,72
IGI,1,1.19,I,VVS2,MED,72
IGI,1,1.19,I,VS1,MED,72
IGI,1,1.19,I,VS2,MED,72
IGI,1,1.19,I,SI1,MED,66
IGI,1,1.19,I,SI2,MED,66
IGI,1,1.19,J,IF,MED,73
IGI,1,1.19,J,VVS1,MED,72
IGI,1,1.19,J,VVS2,MED,72
IGI,1,1.19,J,VS1,MED,72
IGI,1,1.19,J,VS2,MED,72
IGI,1,1.19,J,SI1,MED,66
IGI,1,1.19,J,SI2,MED,66
IGI,1,1.19,K,IF,MED,73
IGI,1,1.19,K,VVS1,MED,73
IGI,1,1.19,K,VVS2,MED,73
IGI,1,1.19,K,VS1,MED,73
IGI,1,1.19,K,VS2,MED,73
IGI,1,1.19,K,SI1,MED,66
IGI,1,1.19,K,SI2,MED,66
IGI,1,1.19,L,IF,MED,73
IGI,1,1.19,L,VVS1,MED,73
IGI,1,1.19,L,VVS2,MED,73
IGI,1,1.19,L,VS1,MED,73
IGI,1,1.19,L,VS2,MED,73
IGI,1,1.19,L,SI1,MED,66
IGI,1,1.19,L,SI2,MED,66
IGI,1,1.19,M,IF,MED,72
IGI,1,1.19,M,VVS1,MED,72
IGI,1,1.19,M,VVS2,MED,72
IGI,1,1.19,M,VS1,MED,72
IGI,1,1.19,M,VS2,MED,72
IGI,1,1.19,M,SI1,MED,66
IGI,1,1.19,M,SI2,MED,66
IGI,1.2,1.29,G,IF,MED,72
IGI,1.2,1.29,G,VVS1,MED,70
IGI,1.2,1.29,G,VVS2,MED,70
IGI,1.2,1.29,G,VS1,MED,70
IGI,1.2,1.29,G,VS2,MED,70
IGI,1.2,1.29,G,SI1,MED,63
IGI,1.2,1.29,G,SI2,MED,63
IGI,1.2,1.29,H,IF,MED,72
IGI,1.2,1.29,H,VVS1,MED,70
IGI,1.2,1.29,H,VVS2,MED,70
IGI,1.2,1.29,H,VS1,MED,70
IGI,1.2,1.29,H,VS2,MED,70
IGI,1.2,1.29,H,SI1,MED,63
IGI,1.2,1.29,H,SI2,MED,63
IGI,1.2,1.29,I,IF,MED,71
IGI,1.2,1.29,I,VVS1,MED,69
IGI,1.2,1.29,I,VVS2,MED,69
IGI,1.2,1.29,I,VS1,MED,69
IGI,1.2,1.29,I,VS2,MED,69
IGI,1.2,1.29,I,SI1,MED,63
IGI,1.2,1.29,I,SI2,MED,63
IGI,1.2,1.29,J,IF,MED,71
IGI,1.2,1.29,J,VVS1,MED,69
IGI,1.2,1.29,J,VVS2,MED,69
IGI,1.2,1.29,J,VS1,MED,69
IGI,1.2,1.29,J,VS2,MED,69
IGI,1.2,1.29,J,SI1,MED,63
IGI,1.2,1.29,J,SI2,MED,63
IGI,1.2,1.29,K,IF,MED,71
IGI,1.2,1.29,K,VVS1,MED,70
IGI,1.2,1.29,K,VVS2,MED,70
IGI,1.2,1.29,K,VS1,MED,70
IGI,1.2,1.29,K,VS2,MED,70
IGI,1.2,1.29,K,SI1,MED,63
IGI,1.2,1.29,K,SI2,MED,63
IGI,1.2,1.29,L,IF,MED,71
IGI,1.2,1.29,L,VVS1,MED,70
IGI,1.2,1.29,L,VVS2,MED,70
IGI,1.2,1.29,L,VS1,MED,70
IGI,1.2,1.29,L,VS2,MED,70
IGI,1.2,1.29,L,SI1,MED,63
IGI,1.2,1.29,L,SI2,MED,63
IGI,1.2,1.29,M,IF,MED,70
IGI,1.2,1.29,M,VVS1,MED,70
IGI,1.2,1.29,M,VVS2,MED,70
IGI,1.2,1.29,M,VS1,MED,70
IGI,1.2,1.29,M,VS2,MED,70
IGI,1.2,1.29,M,SI1,MED,63
IGI,1.2,1.29,M,SI2,MED,63
IGI,1.3,1.39,G,IF,MED,69
IGI,1.3,1.39,G,VVS1,MED,67
IGI,1.3,1.39,G,VVS2,MED,67
IGI,1.3,1.39,G,VS1,MED,67
IGI,1.3,1.39,G,VS2,MED,67
IGI,1.3,1.39,G,SI1,MED,61
IGI,1.3,1.39,G,SI2,MED,61
IGI,1.3,1.39,H,IF,MED,69
IGI,1.3,1.39,H,VVS1,MED,67
IGI,1.3,1.39,H,VVS2,MED,67
IGI,1.3,1.39,H,VS1,MED,67
IGI,1.3,1.39,H,VS2,MED,67
IGI,1.3,1.39,H,SI1,MED,61
IGI,1.3,1.39,H,SI2,MED,61
IGI,1.3,1.39,I,IF,MED,68
IGI,1.3,1.39,I,VVS1,MED,66
IGI,1.3,1.39,I,VVS2,MED,66
IGI,1.3,1.39,I,VS1,MED,66
IGI,1.3,1.39,I,VS2,MED,66
IGI,1.3,1.39,I,SI1,MED,61
IGI,1.3,1.39,I,SI2,MED,61
IGI,1.3,1.39,J,IF,MED,68
IGI,1.3,1.39,J,VVS1,MED,66
IGI,1.3,1.39,J,VVS2,MED,66
IGI,1.3,1.39,J,VS1,MED,66
IGI,1.3,1.39,J,VS2,MED,66
IGI,1.3,1.39,J,SI1,MED,61
IGI,1.3,1.39,J,SI2,MED,61
IGI,1.3,1.39,K,IF,MED,67
IGI,1.3,1.39,K,VVS1,MED,66
IGI,1.3,1.39,K,VVS2,MED,66
IGI,1.3,1.39,K,VS1,MED,66
IGI,1.3,1.39,K,VS2,MED,66
IGI,1.3,1.39,K,SI1,MED,62
IGI,1.3,1.39,K,SI2,MED,62
IGI,1.3,1.39,L,IF,MED,67
IGI,1.3,1.39,L,VVS1,MED,67
IGI,1.3,1.39,L,VVS2,MED,67
IGI,1.3,1.39,L,VS1,MED,67
IGI,1.3,1.39,L,VS2,MED,67
IGI,1.3,1.39,L,SI1,MED,62
IGI,1.3,1.39,L,SI2,MED,62
IGI,1.3,1.39,M,IF,MED,67
IGI,1.3,1.39,M,VVS1,MED,67
IGI,1.3,1.39,M,VVS2,MED,67
IGI,1.3,1.39,M,VS1,MED,67
IGI,1.3,1.39,M,VS2,MED,67
IGI,1.3,1.39,M,SI1,MED,62
IGI,1.3,1.39,M,SI2,MED,62
IGI,1.4,1.49,G,IF,MED,63
IGI,1.4,1.49,G,VVS1,MED,62
IGI,1.4,1.49,G,VVS2,MED,62
IGI,1.4,1.49,G,VS1,MED,62
IGI,1.4,1.49,G,VS2,MED,62
IGI,1.4,1.49,G,SI1,MED,60
IGI,1.4,1.49,G,SI2,MED,60
IGI,1.4,1.49,H,IF,MED,63
IGI,1.4,1.49,H,VVS1,MED,62
IGI,1.4,1.49,H,VVS2,MED,62
IGI,1.4,1.49,H,VS1,MED,62
IGI,1.4,1.49,H,VS2,MED,62
IGI,1.4,1.49,H,SI1,MED,60
IGI,1.4,1.49,H,SI2,MED,60
IGI,1.4,1.49,I,IF,MED,63
IGI,1.4,1.49,I,VVS1,MED,61
IGI,1.4,1.49,I,VVS2,MED,61
IGI,1.4,1.49,I,VS1,MED,61
IGI,1.4,1.49,I,VS2,MED,61
IGI,1.4,1.49,I,SI1,MED,60
IGI,1.4,1.49,I,SI2,MED,60
IGI,1.4,1.49,J,IF,MED,62
IGI,1.4,1.49,J,VVS1,MED,61
IGI,1.4,1.49,J,VVS2,MED,61
IGI,1.4,1.49,J,VS1,MED,61
IGI,1.4,1.49,J,VS2,MED,61
IGI,1.4,1.49,J,SI1,MED,60
IGI,1.4,1.49,J,SI2,MED,60
IGI,1.4,1.49,K,IF,MED,64
IGI,1.4,1.49,K,VVS1,MED,63
IGI,1.4,1.49,K,VVS2,MED,63
IGI,1.4,1.49,K,VS1,MED,63
IGI,1.4,1.49,K,VS2,MED,63
IGI,1.4,1.49,K,SI1,MED,61
IGI,1.4,1.49,K,SI2,MED,61
IGI,1.4,1.49,L,IF,MED,64
IGI,1.4,1.49,L,VVS1,MED,63
IGI,1.4,1.49,L,VVS2,MED,63
IGI,1.4,1.49,L,VS1,MED,63
IGI,1.4,1.49,L,VS2,MED,63
IGI,1.4,1.49,L,SI1,MED,61
IGI,1.4,1.49,L,SI2,MED,61
IGI,1.4,1.49,M,IF,MED,64
IGI,1.4,1.49,M,VVS1,MED,63
IGI,1.4,1.49,M,VVS2,MED,63
IGI,1.4,1.49,M,VS1,MED,63
IGI,1.4,1.49,M,VS2,MED,63
IGI,1.4,1.49,M,SI1,MED,61
IGI,1.4,1.49,M,SI2,MED,61
IGI,1.5,1.69,G,IF,MED,73
IGI,1.5,1.69,G,VVS1,MED,72
IGI,1.5,1.69,G,VVS2,MED,72
IGI,1.5,1.69,G,VS1,MED,70
IGI,1.5,1.69,G,VS2,MED,70
IGI,1.5,1.69,G,SI1,MED,66
IGI,1.5,1.69,G,SI2,MED,66
IGI,1.5,1.69,H,IF,MED,73
IGI,1.5,1.69,H,VVS1,MED,72
IGI,1.5,1.69,H,VVS2,MED,72
IGI,1.5,1.69,H,VS1,MED,70
IGI,1.5,1.69,H,VS2,MED,70
IGI,1.5,1.69,H,SI1,MED,66
IGI,1.5,1.69,H,SI2,MED,66
IGI,1.5,1.69,I,IF,MED,72
IGI,1.5,1.69,I,VVS1,MED,71
IGI,1.5,1.69,I,VVS2,MED,71
IGI,1.5,1.69,I,VS1,MED,69
IGI,1.5,1.69,I,VS2,MED,69
IGI,1.5,1.69,I,SI1,MED,66
IGI,1.5,1.69,I,SI2,MED,66
IGI,1.5,1.69,J,IF,MED,72
IGI,1.5,1.69,J,VVS1,MED,71
IGI,1.5,1.69,J,VVS2,MED,71
IGI,1.5,1.69,J,VS1,MED,69
IGI,1.5,1.69,J,VS2,MED,69
IGI,1.5,1.69,J,SI1,MED,66
IGI,1.5,1.69,J,SI2,MED,66
IGI,1.5,1.69,K,IF,MED,73
IGI,1.5,1.69,K,VVS1,MED,72
IGI,1.5,1.69,K,VVS2,MED,72
IGI,1.5,1.69,K,VS1,MED,72
IGI,1.5,1.69,K,VS2,MED,72
IGI,1.5,1.69,K,SI1,MED,66
IGI,1.5,1.69,K,SI2,MED,66
IGI,1.5,1.69,L,IF,MED,73
IGI,1.5,1.69,L,VVS1,MED,72
IGI,1.5,1.69,L,VVS2,MED,72
IGI,1.5,1.69,L,VS1,MED,72
IGI,1.5,1.69,L,VS2,MED,72
IGI,1.5,1.69,L,SI1,MED,66
IGI,1.5,1.69,L,SI2,MED,66
IGI,1.5,1.69,M,IF,MED,73
IGI,1.5,1.69,M,VVS1,MED,72
IGI,1.5,1.69,M,VVS2,MED,72
IGI,1.5,1.69,M,VS1,MED,72
IGI,1.5,1.69,M,VS2,MED,72
IGI,1.5,1.69,M,SI1,MED,66
IGI,1.5,1.69,M,SI2,MED,66
IGI,1.7,1.79,G,IF,MED,71
IGI,1.7,1.79,G,VVS1,MED,70
IGI,1.7,1.79,G,VVS2,MED,70
IGI,1.7,1.79,G,VS1,MED,70
IGI,1.7,1.79,G,VS2,MED,70
IGI,1.7,1.79,G,SI1,MED,63
IGI,1.7,1.79,G,SI2,MED,63
IGI,1.7,1.79,H,IF,MED,71
IGI,1.7,1.79,H,VVS1,MED,70
IGI,1.7,1.79,H,VVS2,MED,70
IGI,1.7,1.79,H,VS1,MED,70
IGI,1.7,1.79,H,VS2,MED,70
IGI,1.7,1.79,H,SI1,MED,63
IGI,1.7,1.79,H,SI2,MED,63
IGI,1.7,1.79,I,IF,MED,70
IGI,1.7,1.79,I,VVS1,MED,69
IGI,1.7,1.79,I,VVS2,MED,69
IGI,1.7,1.79,I,VS1,MED,69
IGI,1.7,1.79,I,VS2,MED,69
IGI,1.7,1.79,I,SI1,MED,63
IGI,1.7,1.79,I,SI2,MED,63
IGI,1.7,1.79,J,IF,MED,70
IGI,1.7,1.79,J,VVS1,MED,69
IGI,1.7,1.79,J,VVS2,MED,69
IGI,1.7,1.79,J,VS1,MED,69
IGI,1.7,1.79,J,VS2,MED,69
IGI,1.7,1.79,J,SI1,MED,63
IGI,1.7,1.79,J,SI2,MED,63
IGI,1.7,1.79,K,IF,MED,72
IGI,1.7,1.79,K,VVS1,MED,70
IGI,1.7,1.79,K,VVS2,MED,70
IGI,1.7,1.79,K,VS1,MED,70
IGI,1.7,1.79,K,VS2,MED,70
IGI,1.7,1.79,K,SI1,MED,65
IGI,1.7,1.79,K,SI2,MED,65
IGI,1.7,1.79,L,IF,MED,72
IGI,1.7,1.79,L,VVS1,MED,70
IGI,1.7,1.79,L,VVS2,MED,70
IGI,1.7,1.79,L,VS1,MED,70
IGI,1.7,1.79,L,VS2,MED,70
IGI,1.7,1.79,L,SI1,MED,65
IGI,1.7,1.79,L,SI2,MED,65
IGI,1.7,1.79,M,IF,MED,72
IGI,1.7,1.79,M,VVS1,MED,70
IGI,1.7,1.79,M,VVS2,MED,70
IGI,1.7,1.79,M,VS1,MED,70
IGI,1.7,1.79,M,VS2,MED,70
IGI,1.7,1.79,M,SI1,MED,65
IGI,1.7,1.79,M,SI2,MED,65
IGI,1.8,1.89,G,IF,MED,68
IGI,1.8,1.89,G,VVS1,MED,64
IGI,1.8,1.89,G,VVS2,MED,64
IGI,1.8,1.89,G,VS1,MED,64
IGI,1.8,1.89,G,VS2,MED,64
IGI,1.8,1.89,G,SI1,MED,61
IGI,1.8,1.89,G,SI2,MED,61
IGI,1.8,1.89,H,IF,MED,68
IGI,1.8,1.89,H,VVS1,MED,64
IGI,1.8,1.89,H,VVS2,MED,64
IGI,1.8,1.89,H,VS1,MED,64
IGI,1.8,1.89,H,VS2,MED,64
IGI,1.8,1.89,H,SI1,MED,61
IGI,1.8,1.89,H,SI2,MED,61
IGI,1.8,1.89,I,IF,MED,67
IGI,1.8,1.89,I,VVS1,MED,63
IGI,1.8,1.89,I,VVS2,MED,63
IGI,1.8,1.89,I,VS1,MED,63
IGI,1.8,1.89,I,VS2,MED,63
IGI,1.8,1.89,I,SI1,MED,61
IGI,1.8,1.89,I,SI2,MED,61
IGI,1.8,1.89,J,IF,MED,67
IGI,1.8,1.89,J,VVS1,MED,63
IGI,1.8,1.89,J,VVS2,MED,63
IGI,1.8,1.89,J,VS1,MED,63
IGI,1.8,1.89,J,VS2,MED,63
IGI,1.8,1.89,J,SI1,MED,61
IGI,1.8,1.89,J,SI2,MED,61
IGI,1.8,1.89,K,IF,MED,67
IGI,1.8,1.89,K,VVS1,MED,64
IGI,1.8,1.89,K,VVS2,MED,64
IGI,1.8,1.89,K,VS1,MED,64
IGI,1.8,1.89,K,VS2,MED,64
IGI,1.8,1.89,K,SI1,MED,63
IGI,1.8,1.89,K,SI2,MED,63
IGI,1.8,1.89,L,IF,MED,67
IGI,1.8,1.89,L,VVS1,MED,64
IGI,1.8,1.89,L,VVS2,MED,64
IGI,1.8,1.89,L,VS1,MED,64
IGI,1.8,1.89,L,VS2,MED,64
IGI,1.8,1.89,L,SI1,MED,63
IGI,1.8,1.89,L,SI2,MED,63
IGI,1.8,1.89,M,IF,MED,67
IGI,1.8,1.89,M,VVS1,MED,64
IGI,1.8,1.89,M,VVS2,MED,64
IGI,1.8,1.89,M,VS1,MED,64
IGI,1.8,1.89,M,VS2,MED,64
IGI,1.8,1.89,M,SI1,MED,63
IGI,1.8,1.89,M,SI2,MED,63
IGI,1.9,1.99,G,IF,MED,62
IGI,1.9,1.99,G,VVS1,MED,60
IGI,1.9,1.99,G,VVS2,MED,60
IGI,1.9,1.99,G,VS1,MED,59
IGI,1.9,1.99,G,VS2,MED,59
IGI,1.9,1.99,G,SI1,MED,59
IGI,1.9,1.99,G,SI2,MED,59
IGI,1.9,1.99,H,IF,MED,62
IGI,1.9,1.99,H,VVS1,MED,60
IGI,1.9,1.99,H,VVS2,MED,60
IGI,1.9,1.99,H,VS1,MED,59
IGI,1.9,1.99,H,VS2,MED,59
IGI,1.9,1.99,H,SI1,MED,59
IGI,1.9,1.99,H,SI2,MED,59
IGI,1.9,1.99,I,IF,MED,61
IGI,1.9,1.99,I,VVS1,MED,59
IGI,1.9,1.99,I,VVS2,MED,59
IGI,1.9,1.99,I,VS1,MED,58
IGI,1.9,1.99,I,VS2,MED,58
IGI,1.9,1.99,I,SI1,MED,59
IGI,1.9,1.99,I,SI2,MED,59
IGI,1.9,1.99,J,IF,MED,60
IGI,1.9,1.99,J,VVS1,MED,59
IGI,1.9,1.99,J,VVS2,MED,59
IGI,1.9,1.99,J,VS1,MED,58
IGI,1.9,1.99,J,VS2,MED,58
IGI,1.9,1.99,J,SI1,MED,59
IGI,1.9,1.99,J,SI2,MED,59
IGI,1.9,1.99,K,IF,MED,63
IGI,1.9,1.99,K,VVS1,MED,62
IGI,1.9,1.99,K,VVS2,MED,62
IGI,1.9,1.99,K,VS1,MED,60
IGI,1.9,1.99,K,VS2,MED,60
IGI,1.9,1.99,K,SI1,MED,60
IGI,1.9,1.99,K,SI2,MED,60
IGI,1.9,1.99,L,IF,MED,60
IGI,1.9,1.99,L,VVS1,MED,59
IGI,1.9,1.99,L,VVS2,MED,59
IGI,1.9,1.99,L,VS1,MED,59
IGI,1.9,1.99,L,VS2,MED,59
IGI,1.9,1.99,L,SI1,MED,60
IGI,1.9,1.99,L,SI2,MED,60
IGI,1.9,1.99,M,IF,MED,59
IGI,1.9,1.99,M,VVS1,MED,59
IGI,1.9,1.99,M,VVS2,MED,59
IGI,1.9,1.99,M,VS1,MED,59
IGI,1.9,1.99,M,VS2,MED,59
IGI,1.9,1.99,M,SI1,MED,60
IGI,1.9,1.99,M,SI2,MED,60
IGI,2,2.29,G,IF,MED,73
IGI,2,2.29,G,VVS1,MED,70
IGI,2,2.29,G,VVS2,MED,70
IGI,2,2.29,G,VS1,MED,70
IGI,2,2.29,G,VS2,MED,70
IGI,2,2.29,G,SI1,MED,66
IGI,2,2.29,G,SI2,MED,66
IGI,2,2.29,H,IF,MED,73
IGI,2,2.29,H,VVS1,MED,70
IGI,2,2.29,H,VVS2,MED,70
IGI,2,2.29,H,VS1,MED,70
IGI,2,2.29,H,VS2,MED,70
IGI,2,2.29,H,SI1,MED,66
IGI,2,2.29,H,SI2,MED,66
IGI,2,2.29,I,IF,MED,72
IGI,2,2.29,I,VVS1,MED,69
IGI,2,2.29,I,VVS2,MED,69
IGI,2,2.29,I,VS1,MED,69
IGI,2,2.29,I,VS2,MED,69
IGI,2,2.29,I,SI1,MED,66
IGI,2,2.29,I,SI2,MED,66
IGI,2,2.29,J,IF,MED,72
IGI,2,2.29,J,VVS1,MED,69
IGI,2,2.29,J,VVS2,MED,69
IGI,2,2.29,J,VS1,MED,69
IGI,2,2.29,J,VS2,MED,69
IGI,2,2.29,J,SI1,MED,66
IGI,2,2.29,J,SI2,MED,66
IGI,2,2.29,K,IF,MED,73
IGI,2,2.29,K,VVS1,MED,71
IGI,2,2.29,K,VVS2,MED,71
IGI,2,2.29,K,VS1,MED,71
IGI,2,2.29,K,VS2,MED,71
IGI,2,2.29,K,SI1,MED,66
IGI,2,2.29,K,SI2,MED,66
IGI,2,2.29,L,IF,MED,73
IGI,2,2.29,L,VVS1,MED,71
IGI,2,2.29,L,VVS2,MED,71
IGI,2,2.29,L,VS1,MED,71
IGI,2,2.29,L,VS2,MED,71
IGI,2,2.29,L,SI1,MED,66
IGI,2,2.29,L,SI2,MED,66
IGI,2,2.29,M,IF,MED,73
IGI,2,2.29,M,VVS1,MED,71
IGI,2,2.29,M,VVS2,MED,71
IGI,2,2.29,M,VS1,MED,71
IGI,2,2.29,M,VS2,MED,71
IGI,2,2.29,M,SI1,MED,66
IGI,2,2.29,M,SI2,MED,66
IGI,2.3,2.49,G,IF,MED,73
IGI,2.3,2.49,G,VVS1,MED,70
IGI,2.3,2.49,G,VVS2,MED,70
IGI,2.3,2.49,G,VS1,MED,70
IGI,2.3,2.49,G,VS2,MED,70
IGI,2.3,2.49,G,SI1,MED,66
IGI,2.3,2.49,G,SI2,MED,66
IGI,2.3,2.49,H,IF,MED,73
IGI,2.3,2.49,H,VVS1,MED,70
IGI,2.3,2.49,H,VVS2,MED,70
IGI,2.3,2.49,H,VS1,MED,70
IGI,2.3,2.49,H,VS2,MED,70
IGI,2.3,2.49,H,SI1,MED,66
IGI,2.3,2.49,H,SI2,MED,66
IGI,2.3,2.49,I,IF,MED,72
IGI,2.3,2.49,I,VVS1,MED,69
IGI,2.3,2.49,I,VVS2,MED,69
IGI,2.3,2.49,I,VS1,MED,69
IGI,2.3,2.49,I,VS2,MED,69
IGI,2.3,2.49,I,SI1,MED,66
IGI,2.3,2.49,I,SI2,MED,66
IGI,2.3,2.49,J,IF,MED,72
IGI,2.3,2.49,J,VVS1,MED,69
IGI,2.3,2.49,J,VVS2,MED,69
IGI,2.3,2.49,J,VS1,MED,69
IGI,2.3,2.49,J,VS2,MED,69
IGI,2.3,2.49,J,SI1,MED,66
IGI,2.3,2.49,J,SI2,MED,66
IGI,2.3,2.49,K,IF,MED,73
IGI,2.3,2.49,K,VVS1,MED,71
IGI,2.3,2.49,K,VVS2,MED,71
IGI,2.3,2.49,K,VS1,MED,71
IGI,2.3,2.49,K,VS2,MED,71
IGI,2.3,2.49,K,SI1,MED,66
IGI,2.3,2.49,K,SI2,MED,66
IGI,2.3,2.49,L,IF,MED,73
IGI,2.3,2.49,L,VVS1,MED,71
IGI,2.3,2.49,L,VVS2,MED,71
IGI,2.3,2.49,L,VS1,MED,71
IGI,2.3,2.49,L,VS2,MED,71
IGI,2.3,2.49,L,SI1,MED,66
IGI,2.3,2.49,L,SI2,MED,66
IGI,2.3,2.49,M,IF,MED,73
IGI,2.3,2.49,M,VVS1,MED,71
IGI,2.3,2.49,M,VVS2,MED,71
IGI,2.3,2.49,M,VS1,MED,71
IGI,2.3,2.49,M,VS2,MED,71
IGI,2.3,2.49,M,SI1,MED,66
IGI,2.3,2.49,M,SI2,MED,66
IGI,2.5,2.69,G,IF,MED,63
IGI,2.5,2.69,G,VVS1,MED,62
IGI,2.5,2.69,G,VVS2,MED,62
IGI,2.5,2.69,G,VS1,MED,62
IGI,2.5,2.69,G,VS2,MED,62
IGI,2.5,2.69,G,SI1,MED,58
IGI,2.5,2.69,G,SI2,MED,58
IGI,2.5,2.69,H,IF,MED,63
IGI,2.5,2.69,H,VVS1,MED,62
IGI,2.5,2.69,H,VVS2,MED,62
IGI,2.5,2.69,H,VS1,MED,62
IGI,2.5,2.69,H,VS2,MED,62
IGI,2.5,2.69,H,SI1,MED,58
IGI,2.5,2.69,H,SI2,MED,57
IGI,2.5,2.69,I,IF,MED,62
IGI,2.5,2.69,I,VVS1,MED,61
IGI,2.5,2.69,I,VVS2,MED,61
IGI,2.5,2.69,I,VS1,MED,61
IGI,2.5,2.69,I,VS2,MED,61
IGI,2.5,2.69,I,SI1,MED,58
IGI,2.5,2.69,I,SI2,MED,58
IGI,2.5,2.69,J,IF,MED,62
IGI,2.5,2.69,J,VVS1,MED,61
IGI,2.5,2.69,J,VVS2,MED,61
IGI,2.5,2.69,J,VS1,MED,61
IGI,2.5,2.69,J,VS2,MED,61
IGI,2.5,2.69,J,SI1,MED,58
IGI,2.5,2.69,J,SI2,MED,58
IGI,2.5,2.69,K,IF,MED,64
IGI,2.5,2.69,K,VVS1,MED,63
IGI,2.5,2.69,K,VVS2,MED,63
IGI,2.5,2.69,K,VS1,MED,63
IGI,2.5,2.69,K,VS2,MED,63
IGI,2.5,2.69,K,SI1,MED,58
IGI,2.5,2.69,K,SI2,MED,58
IGI,2.5,2.69,L,IF,MED,64
IGI,2.5,2.69,L,VVS1,MED,63
IGI,2.5,2.69,L,VVS2,MED,63
IGI,2.5,2.69,L,VS1,MED,63
IGI,2.5,2.69,L,VS2,MED,63
IGI,2.5,2.69,L,SI1,MED,58
IGI,2.5,2.69,L,SI2,MED,58
IGI,2.5,2.69,M,IF,MED,64
IGI,2.5,2.69,M,VVS1,MED,63
IGI,2.5,2.69,M,VVS2,MED,63
IGI,2.5,2.69,M,VS1,MED,63
IGI,2.5,2.69,M,VS2,MED,63
IGI,2.5,2.69,M,SI1,MED,58
IGI,2.5,2.69,M,SI2,MED,58
IGI,2.7,2.79,G,IF,MED,60
IGI,2.7,2.79,G,VVS1,MED,59
IGI,2.7,2.79,G,VVS2,MED,59
IGI,2.7,2.79,G,VS1,MED,59
IGI,2.7,2.79,G,VS2,MED,59
IGI,2.7,2.79,G,SI1,MED,56
IGI,2.7,2.79,G,SI2,MED,56
IGI,2.7,2.79,H,IF,MED,60
IGI,2.7,2.79,H,VVS1,MED,59
IGI,2.7,2.79,H,VVS2,MED,59
IGI,2.7,2.79,H,VS1,MED,59
IGI,2.7,2.79,H,VS2,MED,59
IGI,2.7,2.79,H,SI1,MED,56
IGI,2.7,2.79,H,SI2,MED,56
IGI,2.7,2.79,I,IF,MED,59
IGI,2.7,2.79,I,VVS1,MED,58
IGI,2.7,2.79,I,VVS2,MED,58
IGI,2.7,2.79,I,VS1,MED,58
IGI,2.7,2.79,I,VS2,MED,58
IGI,2.7,2.79,I,SI1,MED,56
IGI,2.7,2.79,I,SI2,MED,56
IGI,2.7,2.79,J,IF,MED,59
IGI,2.7,2.79,J,VVS1,MED,58
IGI,2.7,2.79,J,VVS2,MED,58
IGI,2.7,2.79,J,VS1,MED,58
IGI,2.7,2.79,J,VS2,MED,58
IGI,2.7,2.79,J,SI1,MED,56
